"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","date_time","class"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","248","192","false","false","type_A","1","true","1","277.5","C","0.3","full_match","1","1","1","false","false","4","false","false","false","true","false","0","true","false","not_valid","false","false","true","not_valid","false","false","false","4","777.0","true","false","true","0.77","not_valid","true","2","true","true","777.0","type_A","false","false","4","0","0","false","true","not_valid","0","1054.5","2017-05-27T03:33:00.336","0"
"no_data","false","Yes","1","true","1","false","1","type_A","false","false","false","248","184","false","false","type_A","1","true","1","2501.86","B","1.02","full_match","1","1","1","false","false","0","false","not_valid","false","true","false","5","false","true","not_valid","false","false","true","not_valid","true","true","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","2501.86","2017-05-30T06:52:03.838","0"
"no_data","false","Yes","1","true","1","false","1","type_A","false","false","true","50","3343","false","false","type_A","1","true","1","262.5","A","0.1","full_match","1","1","1","false","false","5","false","false","true","true","false","14","false","true","no_match","false","false","true","full_match","true","true","false","5","652.5","true","false","false","1.0","false","false","0","false","true","652.5","type_B","true","false","3","0","0","true","true","not_valid","1","685.0","2017-04-18T11:10:04.89","0"
"no_data","false","Yes","1","true","1","false","1","type_A","false","false","true","91","2118","false","false","type_A","1","true","2","200.67","B","0.33","full_match","1","1","1","false","false","9","false","false","true","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","9","1237.79","true","false","false","1.0","not_valid","false","0","true","true","1237.79","type_B","false","false","7","0","0","true","true","not_valid","1","1438.4599999999998","2017-04-23T09:15:06.408","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","99","1552","false","false","type_A","1","true","1","71.92","A","0.16","full_match","1","2","1","false","true","7","true","not_valid","true","true","false","0","true","true","not_valid","false","false","true","not_valid","false","false","false","6","1327.95","true","true","true","1.0","not_valid","false","1","true","true","1327.95","type_A","true","true","3","0","0","true","true","not_valid","0","1399.8700000000001","2017-04-04T04:33:45.545","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","false","275","1","false","false","type_A","1","false","1","55.92","A","60.38","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","no_match","false","false","true","no_match","false","false","false","0","0.0","false","false","false","1.0","false","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","55.92","2017-04-25T15:55:22.662","0"
"false","false","Yes","1","true","1","false","1","type_B","false","false","false","137","909","false","false","type_A","1","false","1","200.65","A","1.79","full_match","1","1","1","false","false","0","false","true","true","true","false","2","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","200.65","2017-04-23T14:04:05.295","0"
"false","false","Yes","2","true","1","false","1","type_A","true","true","true","125","1301","false","false","type_A","1","true","1","210.0","A","0.21","full_match","1","1","1","false","true","4","true","false","true","true","false","0","true","true","no_match","true","false","true","no_match","false","false","false","4","654.99","true","false","true","0.67","false","false","1","true","true","654.99","type_A","true","true","3","0","0","true","true","not_valid","0","864.99","2017-04-14T03:16:30.294","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","63","4273","false","false","type_A","1","true","1","1110.0","A","0.1","full_match","1","1","1","false","true","3","true","true","false","true","true","1","true","true","not_valid","false","false","true","not_valid","true","false","true","3","2775.0","true","true","true","1.0","true","false","1","true","true","2775.0","type_A","true","true","1","0","0","true","true","not_valid","0","3885.0","2017-05-01T13:47:53.440","0"
"no_data","false","Yes","1","true","1","false","1","type_A","false","false","false","57","4706","false","false","type_B","1","false","1","135.0","A","0.1","full_match","1","1","1","false","false","0","false","true","true","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","135.0","2017-04-29T17:17:51.676","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","500","3","false","false","type_A","1","true","1","110.04","B","1.42","partial_match","1","2","1","false","false","2","false","false","false","true","false","5","false","true","not_valid","false","false","true","not_valid","true","false","false","2","332.15","true","false","false","1.0","false","false","0","true","false","332.15","type_B","false","false","2","0","0","true","true","not_valid","2","442.19","2017-05-12T05:14:13.86","0"
"false","false","Yes","1","false","1","false","1","type_A","true","true","true","94","1876","false","false","type_A","1","true","2","256.41","E","68.58","full_match","1","2","1","true","false","10","false","false","true","false","false","8","true","false","not_valid","false","false","false","not_valid","true","true","false","9","3436.67","true","false","true","1.0","not_valid","true","1","true","true","3436.67","type_A","false","false","9","0","0","true","true","not_valid","0","512.82","2017-05-11T07:24:36.158","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","50","2407","false","false","type_A","1","true","1","866.25","A","0.1","full_match","1","1","1","false","false","0","false","true","false","true","false","4","false","true","full_match","false","false","true","full_match","false","true","false","0","0.0","true","false","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","866.25","2017-05-07T13:59:10.610","0"
"false","false","Yes","1","true","1","false","3","type_A","true","true","true","97","1613","false","false","type_A","1","true","2","190.11","D","0.25","full_match","2","1","1","true","false","16","false","false","true","true","true","0","true","false","no_match","false","false","true","full_match","false","false","true","16","3052.96","true","false","true","0.24","false","true","2","false","false","2912.28","type_A","false","false","2","0","0","true","false","not_valid","0","3243.07","2017-05-09T04:01:47.916","0"
"true","true","No","1","false","1","false","1","type_A","false","false","true","895","511","false","false","type_A","1","true","1","2000.0","E","16.78","full_match","1","2","1","true","false","1","false","false","false","false","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","1","266.0","true","false","false","1.0","not_valid","true","1","true","true","266.0","type_D","false","false","0","0","0","false","true","not_valid","0","2266.0","2017-05-10T22:31:29.575","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","50","1489","false","false","type_A","1","true","1","71.13","D","0.17","full_match","1","1","1","true","false","0","false","false","true","true","false","0","false","true","no_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","0.15","false","false","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","71.13","2017-05-04T19:22:34.80","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","500","12","false","false","type_A","1","true","1","135.0","A","0.63","full_match","1","1","1","false","false","12","false","false","false","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","12","2013.63","true","false","false","1.0","true","false","0","true","false","1682.76","type_B","false","false","12","0","0","true","true","not_valid","2","2148.63","2017-05-04T20:36:26.966","0"
"no_data","true","Yes","1","true","1","false","1","type_C","false","false","true","500","16","false","false","type_A","1","false","1","349.2","D","65.2","full_match","1","1","1","true","false","1","false","false","true","true","false","2","false","false","not_valid","false","false","true","not_valid","false","false","false","1","55.92","true","false","false","0.36","false","true","0","false","false","55.92","type_B","false","false","1","0","0","true","false","not_valid","1","405.12","2017-04-30T04:19:38.164","0"
"false","true","Yes","1","true","1","false","3","type_B","true","true","true","790","3076","false","false","type_A","1","true","2","1128.75","A","42.0","full_match","1","1","1","true","false","6","false","false","true","true","false","23","true","false","full_match","false","true","true","full_match","true","true","false","4","4066.33","false","false","true","1.0","true","true","3","false","true","0.0","type_A","false","false","4","0","0","true","false","full_match","0","3386.25","2017-05-05T08:37:10.905","0"
"no_data","false","Yes","1","true","1","false","2","type_C","false","false","false","90","2192","false","false","type_A","1","false","1","338.53","B","13.43","full_match","1","1","1","false","false","0","false","not_valid","false","true","false","4","false","true","not_valid","false","false","true","not_valid","true","false","false","0","0.0","true","false","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","false","0","0","2","true","true","not_valid","2","338.53","2017-05-10T15:48:11.430","0"
"no_data","false","Yes","1","true","1","false","1","type_A","false","false","true","240","229","false","false","type_A","1","true","2","315.0","D","0.44","partial_match","1","1","1","true","false","1","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","1","160.0","true","false","false","0.0","not_valid","false","0","true","false","160.0","type_B","false","false","0","0","0","false","true","not_valid","1","475.0","2017-05-12T00:53:39.197","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","true","87","2406","false","false","type_A","1","false","1","55.92","A","0.49","full_match","1","1","1","false","false","1","false","true","false","true","false","11","false","true","not_valid","false","false","true","not_valid","true","true","false","1","65.0","true","true","false","1.0","true","false","0","true","true","65.0","type_B","true","true","1","0","0","true","true","not_valid","1","120.92","2017-05-13T11:25:53.745","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","271","337","false","false","type_B","1","true","1","111.0","D","0.22","partial_match","1","1","1","true","false","0","false","false","false","true","false","1","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.18","false","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","111.00000000000001","2017-05-19T10:27:25.278","0"
"false","true","Yes","1","false","4","false","2","type_A","false","false","true","86","2491","false","false","type_A","1","true","1","710.07","E","18.68","full_match","1","1","1","true","false","3","false","false","false","false","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","3","1475.2","true","false","false","1.0","not_valid","true","0","true","true","1475.2","type_B","false","false","3","0","0","false","true","not_valid","2","2185.27","2017-05-22T04:05:59.638","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","174","927","false","false","type_A","2","false","1","70.0","D","0.25","full_match","1","1","1","true","false","1","false","false","false","true","false","0","false","true","no_match","true","false","true","no_match","false","false","false","1","72.43","true","false","false","1.0","false","false","0","true","true","0.0","type_B","true","true","1","0","1","false","true","not_valid","2","142.43","2017-05-21T21:10:42.525","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","154","720","false","false","type_A","1","true","1","100.0","A","0.23","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","no_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","false","false","0","true","true","0.0","type_B","true","true","0","0","1","false","true","not_valid","1","100.0","2017-05-23T15:06:09.521","0"
"no_data","false","Yes","1","true","1","false","2","type_C","false","false","true","94","1829","false","false","type_A","1","false","2","2600.0","A","0.1","full_match","1","2","1","false","false","1","false","false","false","true","false","2","false","false","not_valid","false","false","true","not_valid","true","false","false","1","190.0","true","false","false","1.0","false","false","0","true","true","0.0","type_B","false","false","0","0","1","true","true","not_valid","2","2790.0","2017-05-21T05:57:32.881","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","228","300","false","false","type_B","1","false","2","159.89","C","0.28","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.5","not_valid","false","0","false","false","0.0","type_B","false","false","0","0","1","false","false","not_valid","1","159.89","2017-05-21T17:53:02.678","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","false","500","0","false","false","type_A","1","false","1","300.0","D","1.22","full_match","1","1","1","true","false","0","false","false","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","false","false","0","false","false","0.0","type_B","false","false","0","0","1","false","false","not_valid","1","300.0","2017-05-18T04:38:36.561","0"
"true","false","Yes","2","true","2","false","1","type_B","false","false","false","50","1623","false","false","type_A","2","true","1","209.87","D","5.16","full_match","1","1","2","true","false","1","false","false","true","true","false","0","false","false","no_match","true","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","false","true","0","true","true","0.0","type_C","false","false","0","0","0","true","true","full_match","1","209.87","2017-05-16T08:31:34.590","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","790","3374","false","false","type_A","1","true","1","1000.0","A","0.1","full_match","1","1","1","false","true","6","true","false","true","true","false","5","true","false","no_match","false","true","true","no_match","true","true","false","6","10500.0","false","false","true","1.0","not_valid","true","3","false","true","10500.0","type_A","false","false","6","0","0","true","false","not_valid","0","11500.0","2017-05-27T15:29:34.995","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","40","561","false","false","type_A","1","true","1","75.04","D","2.61","full_match","1","1","1","true","false","18","false","false","false","true","false","0","false","true","no_match","false","false","true","no_match","false","false","false","18","1631.05","true","false","false","0.93","false","false","0","false","true","0.0","type_B","true","true","18","0","0","false","false","not_valid","2","1706.09","2017-05-25T15:55:53.761","0"
"false","false","Yes","1","true","1","false","1","type_C","false","false","false","50","2838","false","false","type_A","1","false","1","85.8","A","0.1","full_match","1","1","1","false","false","0","false","true","true","true","false","9","false","true","full_match","false","false","true","no_match","true","true","false","0","0.0","true","false","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","85.8","2017-05-25T15:59:34.33","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","93","1923","false","false","type_A","1","false","1","70.06","B","0.39","full_match","1","1","1","false","false","0","false","not_valid","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","false","true","not_valid","1","70.06","2017-05-29T14:36:31.302","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","201","478","false","false","type_A","1","true","2","500.0","B","0.42","partial_match","1","1","1","false","false","4","false","false","true","true","false","0","true","false","not_valid","false","false","true","not_valid","false","false","false","4","1100.0","true","false","true","1.0","true","false","1","true","true","1100.0","type_A","false","false","4","0","0","true","true","not_valid","0","1600.0","2017-05-26T17:57:29.90","0"
"true","false","Yes","4","true","3","false","3","type_A","true","true","true","69","3801","false","false","type_A","2","true","2","399.0","A","0.1","full_match","1","1","2","false","true","4","true","false","true","true","false","6","true","false","no_match","true","false","true","full_match","true","true","false","4","2425.45","true","false","true","1.0","false","true","2","true","true","2425.45","type_A","false","false","4","0","2","true","true","not_valid","2","2824.45","2017-05-25T12:37:51.734","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","0","false","false","type_A","1","false","1","147.85","B","0.97","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","147.85","2017-05-24T17:52:26.662","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","233","270","false","false","type_A","1","true","1","1037.3","B","0.1","full_match","1","1","1","false","false","1","false","not_valid","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","1","160.0","true","true","false","1.0","not_valid","false","0","true","true","160.0","type_B","true","true","1","0","0","false","true","not_valid","1","1197.295","2017-05-25T11:02:01.352","0"
"no_data","false","Yes","2","true","1","false","2","type_C","false","false","false","244","206","false","false","type_A","1","false","1","1406.5","D","7.69","full_match","1","1","1","true","false","0","false","false","false","true","false","0","false","true","full_match","true","false","true","full_match","false","false","false","0","0.0","true","false","false","0.31","true","false","0","false","false","0.0","type_B","false","false","0","0","2","true","false","not_valid","2","1406.5","2017-05-25T01:41:26.865","0"
"no_data","true","Yes","1","false","2","false","1","type_C","false","false","false","895","0","false","false","type_A","1","false","1","323.2","E","54.13","full_match","1","1","1","true","false","0","false","false","false","false","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.17","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","323.2","2017-05-25T06:53:44.957","0"
"false","false","Yes","1","true","1","false","2","type_A","true","true","true","70","3736","false","false","type_A","1","true","1","555.0","A","0.34","full_match","1","1","1","false","true","4","true","true","true","true","false","13","true","true","not_valid","false","false","true","not_valid","true","true","false","4","4440.0","true","true","true","1.0","true","false","1","true","true","4440.0","type_A","true","true","4","0","0","true","true","not_valid","1","4995.0","2017-05-29T05:45:15.856","0"
"false","false","Yes","2","true","1","false","6","type_A","false","false","true","202","465","false","false","type_A","1","true","1","500.0","B","0.25","full_match","1","3","1","false","false","16","false","true","false","true","false","0","true","false","full_match","true","false","true","full_match","false","false","false","10","13250.0","true","true","false","0.8","true","true","3","false","true","1000.0","type_C","true","true","10","0","0","true","false","not_valid","0","13750.0","2017-05-29T13:18:27.280","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","181","566","false","false","type_A","1","false","1","110.0","A","0.1","full_match","1","1","1","false","false","0","false","true","false","true","false","3","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","0.67","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","110.0","2017-04-06T01:46:39.279","0"
"true","false","Yes","1","false","1","false","4","type_A","false","true","true","243","499","false","true","type_A","1","true","1","160.0","E","2.31","full_match","2","1","1","true","false","12","false","false","false","false","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","12","3313.24","true","false","false","0.17","not_valid","true","2","true","false","0.0","type_B","false","false","0","0","2","false","true","not_valid","2","3473.24","2017-04-20T14:13:28.403","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","111","1291","false","false","type_A","1","false","2","114.0","D","4.21","full_match","1","1","1","true","false","1","false","false","true","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","1","114.0","true","false","false","1.0","true","false","0","true","true","114.0","type_B","false","false","1","0","0","true","true","not_valid","1","228.0","2017-04-25T23:54:32.1","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","500","69","false","false","type_A","1","true","2","220.0","A","0.1","full_match","1","1","1","false","false","5","false","false","false","true","false","0","true","false","no_match","false","false","true","full_match","false","false","true","5","1216.0","true","false","true","1.0","true","false","1","false","true","1216.0","type_A","false","false","0","0","0","true","false","not_valid","0","1436.0","2017-04-12T16:08:32.972","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","232","284","false","false","type_A","1","true","1","641.03","B","0.6","full_match","1","1","1","false","false","2","false","true","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","2","477.86","true","true","false","1.0","true","false","0","true","true","477.86","type_B","true","true","2","0","0","true","true","not_valid","1","1118.88","2017-04-02T10:04:36.127","0"
"no_data","false","Yes","1","true","3","false","1","type_C","false","false","false","89","2228","false","false","type_A","1","false","1","210.0","D","0.1","full_match","1","1","1","true","false","0","false","false","true","true","false","3","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","0.38","true","false","0","false","false","0.0","type_B","false","false","0","0","1","true","false","not_valid","1","210.0","2017-04-07T11:54:32.942","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","50","1857","false","false","type_A","1","true","1","170.0","D","0.19","full_match","1","1","1","true","false","10","false","false","true","true","false","0","false","true","no_match","false","false","true","full_match","false","false","false","10","1877.47","true","false","false","1.0","false","false","0","false","true","1877.47","type_B","true","true","5","0","0","true","true","not_valid","1","2047.47","2017-04-13T11:09:15.100","0"
"true","false","Yes","1","true","1","false","4","type_A","false","true","true","50","2488","true","true","type_B","1","true","2","211.05","A","0.1","full_match","1","1","1","false","false","32","true","false","false","true","false","7","false","false","no_match","false","false","true","full_match","false","false","false","31","5126.39","true","false","true","1.0","false","true","18","false","true","551.66","type_D","false","false","27","0","1","false","false","not_valid","1","5337.44","2017-04-23T18:47:18.319","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","81","2849","false","false","type_A","1","false","1","70.0","B","1.38","full_match","1","1","1","false","false","0","false","true","true","true","false","7","false","true","not_valid","false","false","true","not_valid","true","true","false","0","0.0","true","false","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","70.0","2017-04-23T20:07:37.252","0"
"false","false","Yes","1","true","1","false","3","type_A","false","false","true","114","1388","false","false","type_A","1","true","3","800.0","D","0.44","full_match","1","3","1","true","false","4","false","false","true","true","false","5","false","false","no_match","false","false","true","no_match","true","false","false","4","613.0","true","false","true","1.0","not_valid","true","1","false","true","561.0","type_D","false","false","4","0","1","true","false","not_valid","2","1413.0","2017-04-03T00:15:39.768","0"
"false","false","Yes","1","true","1","false","2","type_A","true","true","true","50","1011","false","false","type_A","1","true","1","2672.25","A","8.07","full_match","1","3","1","false","true","15","true","false","true","true","false","3","true","true","no_match","false","false","true","no_match","false","false","false","13","8050.0","true","false","false","1.0","false","false","2","true","true","3250.0","type_A","true","true","2","0","0","true","true","not_valid","0","2672.25","2017-04-14T12:36:26.418","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","500","34","false","false","type_A","1","true","1","110.0","A","0.1","full_match","1","1","1","false","false","1","false","false","false","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","1","70.0","true","false","false","1.0","true","false","0","false","false","70.0","type_B","false","false","1","0","0","true","false","not_valid","2","180.0","2017-05-10T19:34:16.783","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","98","1610","false","false","type_A","1","true","1","182.0","A","0.1","full_match","1","1","1","false","false","8","false","true","true","true","false","0","false","true","full_match","false","false","true","no_match","false","false","false","8","1429.56","true","false","false","1.0","true","false","0","false","true","1429.56","type_B","true","true","8","0","0","true","false","not_valid","1","1611.56","2017-05-06T13:43:27.186","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","false","500","0","false","false","type_A","1","false","1","65.0","B","1.5","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","false","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","65.0","2017-05-08T05:39:53.774","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","50","5308","false","false","type_A","1","true","1","165.0","B","0.1","full_match","1","2","1","false","false","2","false","false","true","true","false","12","true","true","no_match","false","false","true","full_match","true","true","false","2","330.0","true","false","false","1.0","false","false","1","true","true","330.0","type_A","true","false","2","0","0","true","true","not_valid","0","495.0","2017-05-08T14:50:04.589","0"
"false","false","Yes","1","true","1","false","1","type_B","false","false","false","500","96","false","false","type_A","1","false","1","92.0","B","0.3","full_match","1","2","1","false","false","0","false","false","false","true","false","0","false","true","no_match","false","false","true","no_data","false","false","false","0","0.0","true","false","false","0.33","false","false","0","false","false","0.0","type_B","false","false","0","0","1","false","false","not_valid","1","92.0","2017-04-30T23:36:28.779","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","75","3288","false","false","type_A","1","true","1","500.0","B","0.35","full_match","1","1","1","false","false","0","false","true","true","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","600.0","2017-05-16T16:18:49.256","0"
"no_data","false","Yes","1","true","1","false","2","type_C","false","false","true","50","2084","false","false","type_A","1","false","1","101.85","D","0.28","full_match","1","1","1","true","false","2","false","true","true","true","false","9","false","true","full_match","false","false","true","full_match","false","true","false","2","111.84","true","false","false","1.0","true","false","0","false","true","55.92","type_B","true","true","1","0","0","true","false","not_valid","2","213.69","2017-05-20T12:35:58.674","0"
"true","false","Yes","3","true","1","false","3","type_A","true","true","true","89","2271","false","false","type_A","1","true","1","250.0","A","0.9","full_match","1","1","1","false","false","4","true","true","false","true","false","0","true","false","not_valid","true","false","true","not_valid","false","false","false","4","1450.0","true","true","true","1.0","true","true","2","true","true","1250.0","type_A","true","true","3","0","0","true","true","not_valid","0","1700.0","2017-05-20T13:23:38.34","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","88","2352","false","false","type_A","1","true","1","1000.0","B","0.1","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","0.15","true","false","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","1000.0","2017-05-15T13:41:25.87","0"
"true","true","Yes","2","true","2","false","2","type_A","false","false","true","55","4900","false","false","type_A","1","true","1","189.95","B","1.18","full_match","1","1","1","true","false","8","false","false","true","true","false","20","false","false","not_valid","true","false","true","not_valid","true","true","false","8","3057.66","true","false","false","0.7","not_valid","true","1","true","true","590.03","type_B","false","false","8","0","0","true","true","not_valid","0","3247.61","2017-05-20T17:32:09.197","0"
"false","false","Yes","1","true","1","false","1","type_B","true","true","false","275","0","false","false","type_B","1","true","2","133.0","B","0.17","partial_match","1","1","1","false","false","2","false","false","false","true","false","0","true","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","true","0.67","false","false","2","true","false","0.0","type_A","false","false","0","0","0","false","true","partial_match","0","133.0","2017-05-17T10:02:24.904","0"
"no_data","false","No","1","true","1","false","1","type_C","false","false","false","77","3170","false","false","type_A","1","false","1","92.3","D","0.36","full_match","1","1","1","true","false","0","false","not_valid","true","true","false","8","false","true","not_valid","false","false","true","not_valid","true","true","false","0","0.0","true","true","false","1.0","not_valid","true","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","92.3","2017-05-24T06:33:03.207","0"
"true","false","Yes","1","true","2","false","4","type_A","true","true","true","69","3790","false","false","type_A","2","true","2","2625.0","B","5.9","full_match","2","1","2","false","true","1","true","false","true","true","false","0","true","false","not_valid","true","false","true","not_valid","false","false","false","1","1050.0","true","false","true","0.43","not_valid","true","1","true","false","1050.0","type_A","false","false","1","0","0","true","true","not_valid","0","3675.0","2017-05-17T23:32:10.195","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","110","1308","false","false","type_A","1","true","1","401.49","B","0.17","full_match","1","1","1","false","false","1","false","true","false","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","1","403.83","true","false","false","1.0","true","false","0","true","true","403.83","type_B","true","true","1","0","0","true","true","not_valid","2","805.3199999999999","2017-05-14T02:19:31.552","0"
"true","true","Yes","3","true","1","false","1","type_A","true","true","true","86","2546","false","false","type_A","1","true","1","1000.0","D","22.96","full_match","1","1","1","true","false","1","false","false","true","true","false","0","true","false","full_match","true","false","true","full_match","false","false","false","1","100.0","true","false","true","1.0","true","true","1","true","true","100.0","type_A","false","false","1","0","0","true","true","not_valid","0","1100.0","2017-05-19T15:18:20.244","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","true","99","2864","false","false","type_A","1","false","2","92.3","D","0.17","partial_match","1","2","1","true","false","1","false","false","true","true","false","7","false","false","no_match","false","false","true","full_match","false","false","false","1","160.05","true","false","false","0.4","false","false","0","true","false","160.05","type_B","false","false","1","0","0","true","true","not_valid","1","252.35000000000002","2017-05-22T20:57:37.402","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","198","468","false","false","type_A","1","true","1","2845.5","B","5.9","partial_match","1","1","1","false","false","0","false","not_valid","false","true","false","1","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","false","true","0.0","type_B","true","true","0","0","1","false","false","not_valid","1","2845.5","2017-05-22T06:02:32.578","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","93","false","false","type_A","1","true","1","500.0","B","0.88","partial_match","1","1","1","false","false","0","false","not_valid","false","true","false","2","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","false","0","0","1","false","true","not_valid","1","500.0","2017-05-26T16:32:00.669","0"
"false","false","Yes","1","true","1","false","1","type_C","false","false","false","83","2677","false","false","type_A","1","false","1","1406.5","D","0.4","full_match","1","1","1","true","false","0","false","not_valid","true","true","false","2","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","1406.5","2017-05-25T16:54:48.876","0"
